,formula,Temperature,target,ei,std
928,Nb87Al6C3Co4,24,189.1282964,2.84E-08,21.29028529
183,Nb88Al2C1Co9,24,183.8821756,2.82E-08,22.18712471
18,Nb79Al1C1Co19,24,207.481332,2.79E-08,18.12057394
20,Nb77Al1C1Co21,24,207.4162971,2.75E-08,18.12488011
10,Nb87Al1C1Co11,24,183.5994954,2.60E-08,22.18519192
219,Nb76Al2C2Co20,24,210.3447818,2.53E-08,17.57744042
953,Nb86Al6C4Co4,24,196.8430895,2.47E-08,19.8830558
499,Nb66Al3C6Co25,24,201.5719782,2.36E-08,19.04853709
173,Nb68Al1C7Co24,24,203.6084323,2.29E-08,18.6818295
193,Nb78Al2C1Co19,24,210.0252274,2.25E-08,17.57216175
952,Nb87Al6C4Co3,24,192.3691832,2.23E-08,20.59010522
964,Nb75Al6C4Co15,24,217.3584644,2.21E-08,16.30280234
801,Nb88Al5C5Co2,24,191.1406485,2.14E-08,20.77685242
194,Nb77Al2C1Co20,24,207.5374258,2.02E-08,17.94402907
228,Nb91Al2C3Co4,24,171.7408769,2.01E-08,24.03919594
710,Nb83Al5C1Co11,24,201.1575673,1.92E-08,19.00687755
19,Nb78Al1C1Co20,24,204.7026879,1.83E-08,18.3756164
951,Nb88Al6C4Co2,24,186.9112564,1.78E-08,21.3872171
930,Nb85Al6C3Co6,24,196.5627467,1.71E-08,19.72673709
909,Nb82Al6C2Co10,24,203.7742684,1.64E-08,18.4772648
448,Nb69Al3C4Co24,24,212.4966138,1.63E-08,16.99045345
97,Nb72Al1C4Co23,24,206.7919663,1.60E-08,17.95295424
367,Nb78Al3C1Co18,24,210.1280054,1.56E-08,17.37253342
711,Nb82Al5C1Co12,24,200.7531034,1.55E-08,18.96120537
449,Nb68Al3C4Co25,24,207.6528987,1.30E-08,17.70169562
323,Nb68Al2C6Co24,24,205.7313365,1.26E-08,18.01326654
778,Nb87Al5C4Co4,24,195.7882871,1.26E-08,19.68895076
929,Nb86Al6C3Co5,24,192.5078878,1.13E-08,20.17964983
886,Nb81Al6C1Co12,24,205.5350119,8.47E-09,17.84895417
877,Nb90Al6C1Co3,24,169.6389675,4.83E-09,23.47214872
600,Nb91Al4C4Co1,24,166.0727488,4.08E-09,23.95033315
885,Nb82Al6C1Co11,24,202.4658477,4.07E-09,18.00610915
577,Nb90Al4C3Co3,24,166.0165811,3.99E-09,23.94477305
878,Nb89Al6C1Co4,24,169.9380986,3.85E-09,23.28624544
751,Nb90Al5C3Co2,24,166.9966006,3.72E-09,23.74334938
901,Nb90Al6C2Co2,24,167.6667821,3.59E-09,23.61207021
900,Nb91Al6C2Co1,24,167.3274772,3.56E-09,23.66326087
750,Nb91Al5C3Co1,24,166.2811079,3.24E-09,23.77548984
727,Nb90Al5C2Co3,24,167.4902071,3.20E-09,23.57083614
879,Nb88Al6C1Co5,24,169.6623247,3.07E-09,23.19626474
728,Nb89Al5C2Co4,24,167.9638918,3.07E-09,23.47015018
601,Nb90Al4C4Co2,24,171.9338525,2.75E-09,22.76337041
729,Nb88Al5C2Co5,24,171.8986478,2.68E-09,22.75536598
902,Nb89Al6C2Co3,24,168.1697211,2.62E-09,23.34181822
925,Nb90Al6C3Co1,24,169.2551288,2.41E-09,23.11887654
904,Nb87Al6C2Co5,24,176.188515,2.33E-09,21.98396638
880,Nb87Al6C1Co6,24,170.7823767,2.23E-09,22.82880958
775,Nb90Al5C4Co1,24,169.7909466,2.06E-09,22.94219094
950,Nb89Al6C4Co1,24,172.3475726,1.61E-09,22.39478409
704,Nb89Al5C1Co5,24,166.9897297,1.60E-09,23.24397909
903,Nb88Al6C2Co4,24,168.8475016,1.38E-09,22.8640072
926,Nb89Al6C3Co2,24,170.9795975,1.22E-09,22.45756362
752,Nb89Al5C3Co3,24,167.8650556,1.18E-09,22.93078994
554,Nb89Al4C2Co5,24,166.8058599,1.10E-09,23.05919158
705,Nb88Al5C1Co6,24,167.2170014,1.09E-09,22.99040644
425,Nb92Al3C4Co1,24,163.8314572,7.79E-10,23.33421668
927,Nb88Al6C3Co3,24,175.0789045,7.53E-10,21.55615642
725,Nb92Al5C2Co1,24,163.1917329,6.96E-10,23.37138135
875,Nb92Al6C1Co1,24,165.4674801,6.95E-10,23.01592548
575,Nb92Al4C3Co1,24,162.556835,6.95E-10,23.47000191
76,Nb93Al1C4Co2,24,162.3317489,6.39E-10,23.45835048
576,Nb91Al4C3Co2,24,163.5958491,6.19E-10,23.24394703
426,Nb91Al3C4Co2,24,166.7747919,6.03E-10,22.73473939
376,Nb93Al3C2Co2,24,158.4471856,5.45E-10,23.97267748
551,Nb92Al4C2Co2,24,161.6878528,5.25E-10,23.44971808
251,Nb92Al2C4Co2,24,163.8080613,4.94E-10,23.08803148
353,Nb92Al3C1Co4,24,159.7782707,4.90E-10,23.70687532
203,Nb92Al2C2Co4,24,159.4150201,4.81E-10,23.7532575
202,Nb93Al2C2Co3,24,158.1555801,4.70E-10,23.93427314
525,Nb94Al4C1Co1,24,153.177578,4.66E-10,24.69853339
180,Nb91Al2C1Co6,24,160.7037357,4.56E-10,23.5248497
726,Nb91Al5C2Co2,24,164.8911388,4.49E-10,22.86934525
29,Nb92Al1C2Co5,24,156.8020388,4.27E-10,24.08983379
225,Nb94Al2C3Co1,24,156.3885642,4.20E-10,24.14428335
379,Nb90Al3C2Co5,24,161.6189968,4.20E-10,23.33792442
550,Nb93Al4C2Co1,24,159.1343082,4.14E-10,23.71318299
876,Nb91Al6C1Co2,24,167.026494,4.02E-10,22.481209
179,Nb92Al2C1Co5,24,159.0599014,3.96E-10,23.70052708
703,Nb90Al5C1Co4,24,165.1401363,3.92E-10,22.75896398
402,Nb91Al3C3Co3,24,161.1463799,3.69E-10,23.34130872
552,Nb91Al4C2Co3,24,161.6401761,3.61E-10,23.25330815
250,Nb93Al2C4Co1,24,158.8840122,3.59E-10,23.67364378
701,Nb92Al5C1Co2,24,163.2812401,3.55E-10,22.99147376
527,Nb92Al4C1Co3,24,161.8895154,3.46E-10,23.19170733
400,Nb93Al3C3Co1,24,158.547379,3.45E-10,23.7032261
53,Nb92Al1C3Co4,24,164.2871472,3.38E-10,22.81136609
204,Nb91Al2C2Co5,24,160.3149841,3.26E-10,23.40093552
378,Nb91Al3C2Co4,24,161.4440304,3.23E-10,23.22441065
401,Nb92Al3C3Co2,24,160.9913701,3.19E-10,23.28595382
354,Nb91Al3C1Co5,24,161.0011677,3.15E-10,23.27790714
377,Nb92Al3C2Co3,24,160.2078901,2.95E-10,23.36504463
75,Nb94Al1C4Co1,24,157.0630183,2.92E-10,23.83986777
700,Nb93Al5C1Co1,24,159.9659379,2.92E-10,23.3957184
226,Nb93Al2C3Co2,24,159.2429312,2.82E-10,23.48780904
553,Nb90Al4C2Co4,24,162.3987366,2.82E-10,23.00488475
702,Nb91Al5C1Co3,24,164.6515586,2.63E-10,22.62571802
227,Nb92Al2C3Co3,24,159.6576655,2.32E-10,23.32024434
531,Nb88Al4C1Co7,24,173.3610513,2.27E-10,21.22321472
52,Nb93Al1C3Co3,24,157.7153698,2.20E-10,23.5877119
200,Nb95Al2C2Co1,24,150.1165263,2.08E-10,24.70958955
375,Nb94Al3C2Co1,24,155.8355527,1.82E-10,23.77086061
528,Nb91Al4C1Co4,24,164.1400597,1.81E-10,22.51084549
26,Nb95Al1C2Co2,24,147.4915606,1.69E-10,24.99140135
5,Nb92Al1C1Co6,24,158.4766319,1.58E-10,23.29965043
529,Nb90Al4C1Co5,24,164.108299,1.58E-10,22.44774827
526,Nb93Al4C1Co2,24,158.6412848,1.57E-10,23.27062365
530,Nb89Al4C1Co6,24,164.2661565,1.38E-10,22.35853852
355,Nb90Al3C1Co6,24,162.9945709,1.33E-10,22.5282213
181,Nb90Al2C1Co7,24,167.1139455,1.05E-10,21.79708889
51,Nb94Al1C3Co2,24,155.8825491,1.05E-10,23.47534848
28,Nb93Al1C2Co4,24,155.5242541,9.73E-11,23.49125884
350,Nb95Al3C1Co1,24,150.320287,8.12E-11,24.17304367
4,Nb93Al1C1Co5,24,151.9613529,7.67E-11,23.89962607
50,Nb95Al1C3Co1,24,154.3890868,6.10E-11,23.42316701
351,Nb94Al3C1Co2,24,150.2852475,5.81E-11,24.00450656
25,Nb96Al1C2Co1,24,146.7181854,5.58E-11,24.50954313
352,Nb93Al3C1Co3,24,156.3214947,5.42E-11,23.07895808
6,Nb91Al1C1Co7,24,163.7160455,4.72E-11,21.92270131
201,Nb94Al2C2Co2,24,154.4012461,4.46E-11,23.26542733
177,Nb94Al2C1Co3,24,150.0620828,4.36E-11,23.89112761
356,Nb89Al3C1Co7,24,170.4980524,3.81E-11,20.82956254
176,Nb95Al2C1Co2,24,148.8913121,3.14E-11,23.89880997
178,Nb93Al2C1Co4,24,155.3003843,2.92E-11,22.92862139
27,Nb94Al1C2Co3,24,152.4170783,2.82E-11,23.33223365
2,Nb95Al1C1Co3,24,148.3902358,1.90E-11,23.72530838
3,Nb94Al1C1Co4,24,149.7922835,1.51E-11,23.41094297
175,Nb96Al2C1Co1,24,146.6484248,9.86E-12,23.66066825
1,Nb96Al1C1Co2,24,145.5574443,5.63E-12,23.5549365
0,Nb97Al1C1Co1,24,141.3084874,2.32E-13,22.77587397
